alignment,beat_of_occurrence,crash_date,crash_day_of_week,crash_hour,crash_month,crash_type,damage,device_condition,first_crash_type,hit_and_run_i,injuries_fatal,injuries_incapacitating,injuries_no_indication,injuries_non_incapacitating,injuries_reported_not_evident,injuries_total,injuries_unknown,latitude,lighting_condition,longitude,most_severe_injury,num_units,posted_speed_limit,prim_contributory_cause,road_defect,roadway_surface_cond,sec_contributory_cause,street_direction,street_no,traffic_control_device,trafficway_type,weather_condition,crash_date_est_i,intersection_related_i,work_zone_i,dooring_i,private_property_i,veh_count,ppl_count,veh_first_contact_point_list_json,veh_make_list_json,veh_maneuver_list_json,veh_model_list_json,veh_towed_i_list_json,ppl_age_list_json,ppl_airbag_deployed_list_json,ppl_ejection_list_json,ppl_injury_classification_list_json,year,month,day,hour,is_weekend,hour_bin,lat_bin,lng_bin,grid_id,veh_truck_i,veh_mc_i,ppl_age_mean,ppl_age_min,ppl_age_max,cause_group
STRAIGHT AND LEVEL,1113,2025-09-21 04:20:00,1,4,9,injury and / or tow due to crash,"OVER $1,500",FUNCTIONING PROPERLY,HEAD ON,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,41.8854516289,darkness,-87.7403985043,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,,,UNABLE TO DETERMINE,N,300,stop sign/flasher,FOUR WAY,,,1.0,,,,3,1,"[""FRONT""]","[""UNKNOWN"", ""VOLKSWAGEN""]","[""UNKNOWN/NA""]","[""OTHER (EXPLAIN IN NARRATIVE)""]","[""Y""]","[""31""]","[""DEPLOYMENT UNKNOWN"", ""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,21,4,1,night,41.89,-87.74,41.89_-87.74,0,0,31.0,31.0,31.0,Other
STRAIGHT AND LEVEL,2432,2025-09-23 08:12:00,3,8,9,no injury / drive away,"OVER $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,42.0029177292,,-87.6609437861,NO INDICATION OF INJURY,3,30,FAILING TO REDUCE SPEED TO AVOID CRASH,NO DEFECTS,,UNABLE TO DETERMINE,N,6610,no controls,NOT DIVIDED,,,,,,,5,0,"[""FRONT"", ""UNKNOWN""]","[""DODGE"", ""HONDA"", ""UNKNOWN""]","[""DIVERGING"", ""PARKED""]","[""CARAVAN"", ""CR-V"", ""OTHER (EXPLAIN IN NARRATIVE)""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,23,8,0,morning,42.0,-87.66,42.0_-87.66,0,0,,,,Speeding
STRAIGHT AND LEVEL,711,2025-09-21 13:38:00,1,13,9,injury and / or tow due to crash,"OVER $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,41.7845009004,daylight,-87.6378534756,NO INDICATION OF INJURY,3,30,UNABLE TO DETERMINE,NO DEFECTS,dry,UNABLE TO DETERMINE,W,504,no controls,NOT DIVIDED,clear,,,,,,5,0,"[""FRONT-RIGHT-CORNER"", ""SIDE-LEFT-FRONT"", ""SIDE-LEFT-REAR""]","[""BUICK"", ""MASERATI"", ""TOYOTA""]","[""PARKED"", ""UNKNOWN/NA""]","[""CAMRY"", ""ENVISION"", ""LEVANTE""]","[""Y""]",[],"[""DEPLOYMENT UNKNOWN"", ""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,21,13,1,afternoon,41.78,-87.64,41.78_-87.64,0,0,,,,Other
STRAIGHT AND LEVEL,1221,2025-09-19 21:00:00,6,21,9,injury and / or tow due to crash,"OVER $1,500",FUNCTIONING PROPERLY,TURNING,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.8894640229,"darkness, lighted road",-87.7016139093,NO INDICATION OF INJURY,2,30,IMPROPER TURNING/NO SIGNAL,NO DEFECTS,dry,NOT APPLICABLE,N,440,traffic signal,NOT DIVIDED,clear,,,,,,4,1,"[""FRONT-RIGHT-CORNER"", ""SIDE-LEFT-FRONT""]","[""MAZDA"", ""UNKNOWN""]","[""PASSING/OVERTAKING"", ""TURNING LEFT""]","[""CX-5"", ""OTHER (EXPLAIN IN NARRATIVE)""]","[""Y""]","[""23""]","[""DEPLOYMENT UNKNOWN"", ""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,19,21,0,evening,41.89,-87.7,41.89_-87.7,0,0,23.0,23.0,23.0,Other
STRAIGHT AND LEVEL,1711,2025-09-22 07:15:00,2,7,9,no injury / drive away,"OVER $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.9948170432,,-87.7143427683,NO INDICATION OF INJURY,2,15,UNABLE TO DETERMINE,,,UNABLE TO DETERMINE,N,6211,no controls,PARKING LOT,,,,,,,4,0,"[""REAR"", ""UNKNOWN""]","[""HONDA"", ""UNKNOWN""]","[""PARKED"", ""UNKNOWN/NA""]","[""HR-V"", ""MOTORIZED""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""UNKNOWN""]","[""NO INDICATION OF INJURY""]",2025,9,22,7,0,morning,41.99,-87.71,41.99_-87.71,0,1,,,,Other
STRAIGHT AND LEVEL,1624,2025-09-19 18:35:00,6,18,9,injury and / or tow due to crash,"OVER $1,500",FUNCTIONING PROPERLY,REAR END,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,41.953272751,daylight,-87.7671501513,"REPORTED, NOT EVIDENT",2,30,NOT APPLICABLE,NO DEFECTS,dry,NOT APPLICABLE,N,4000,traffic signal,FOUR WAY,clear,,,,,,4,1,"[""REAR"", ""UNKNOWN""]","[""UNKNOWN"", ""VOLKSWAGEN""]","[""PASSING/OVERTAKING"", ""STRAIGHT AHEAD""]","[""MOTORIZED"", ""TIGUAN""]",[],"[""0""]","[""DEPLOYMENT UNKNOWN"", ""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY"", ""REPORTED, NOT EVIDENT""]",2025,9,19,18,0,afternoon,41.95,-87.77,41.95_-87.77,0,1,0.0,0.0,0.0,Other
STRAIGHT AND LEVEL,1732,2025-09-19 13:10:00,6,13,9,no injury / drive away,"OVER $1,500",FUNCTIONING PROPERLY,REAR END,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.939387374,daylight,-87.7200007538,NO INDICATION OF INJURY,2,20,FOLLOWING TOO CLOSELY,NO DEFECTS,dry,NOT APPLICABLE,N,3204,stop sign/flasher,ONE-WAY,clear,,,,,,4,1,"[""FRONT"", ""REAR""]","[""BMW"", ""LEXUS""]","[""STRAIGHT AHEAD""]","[""LX"", ""X3""]",[],"[""65""]","[""DEPLOYMENT UNKNOWN"", ""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,19,13,0,afternoon,41.94,-87.72,41.94_-87.72,0,0,65.0,65.0,65.0,Following Too Closely
STRAIGHT AND LEVEL,133,2025-09-19 03:00:00,6,3,9,injury and / or tow due to crash,"OVER $1,500",,FIXED OBJECT,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.8421032366,,-87.621900168,NO INDICATION OF INJURY,1,30,UNABLE TO DETERMINE,,,NOT APPLICABLE,E,200,stop sign/flasher,NOT DIVIDED,,1.0,,,,,2,0,"[""FRONT""]","[""CHEVROLET""]","[""UNKNOWN/NA""]","[""TRAIL BLAZER""]","[""Y""]",[],"[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,19,3,0,night,41.84,-87.62,41.84_-87.62,0,0,,,,Other
STRAIGHT AND LEVEL,1922,2025-09-21 18:29:00,1,18,9,no injury / drive away,$500 OR LESS,FUNCTIONING PROPERLY,REAR END,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.9539232571,"darkness, lighted road",-87.6691848419,NO INDICATION OF INJURY,2,25,FOLLOWING TOO CLOSELY,,dry,UNABLE TO DETERMINE,N,3950,traffic signal,DIVIDED - W/MEDIAN (NOT RAISED),clear,,,,,,4,1,"[""FRONT"", ""REAR-RIGHT-CORNER""]","[""HYUNDAI"", ""TOYOTA""]","[""STRAIGHT AHEAD""]","[""ELANTRA"", ""RAV4""]",[],"[""40""]","[""DEPLOYMENT UNKNOWN"", ""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,21,18,1,afternoon,41.95,-87.67,41.95_-87.67,0,0,40.0,40.0,40.0,Following Too Closely
STRAIGHT AND LEVEL,213,2025-09-24 14:37:00,4,14,9,no injury / drive away,"OVER $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.8292657739,daylight,-87.6281721087,NO INDICATION OF INJURY,2,20,UNABLE TO DETERMINE,NO DEFECTS,dry,NOT APPLICABLE,W,44,no controls,NOT DIVIDED,clear,,,,,,4,0,"[""REAR"", ""UNKNOWN""]","[""BMW"", ""KIA""]","[""PARKED"", ""UNKNOWN/NA""]","[""325"", ""SORENTO""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,24,14,0,afternoon,41.83,-87.63,41.83_-87.63,0,0,,,,Other
STRAIGHT AND LEVEL,1113,2025-09-21 09:00:00,1,9,9,no injury / drive away,"OVER $1,500",,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.8769903549,,-87.7423839842,NO INDICATION OF INJURY,2,20,UNABLE TO DETERMINE,NO DEFECTS,dry,UNABLE TO DETERMINE,W,4652,,NOT DIVIDED,clear,,,,,,4,0,"[""REAR-LEFT-CORNER"", ""UNKNOWN""]","[""CHEVROLET"", ""UNKNOWN""]","[""PARKED"", ""UNKNOWN/NA""]","[""CRUZE"", ""MOTORIZED""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""UNKNOWN""]","[""NO INDICATION OF INJURY""]",2025,9,21,9,1,morning,41.88,-87.74,41.88_-87.74,0,1,,,,Other
STRAIGHT AND LEVEL,835,2025-09-20 21:50:00,7,21,9,no injury / drive away,"OVER $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,41.7527987972,"darkness, lighted road",-87.7023340783,NO INDICATION OF INJURY,2,30,FAILING TO REDUCE SPEED TO AVOID CRASH,NO DEFECTS,dry,UNABLE TO DETERMINE,S,7723,no controls,NOT DIVIDED,clear,,,,,,4,2,"[""UNKNOWN""]","[""CHEVROLET"", ""GENERAL MOTORS CORPORATION (GMC)""]","[""PARKED IN TRAFFIC LANE"", ""STRAIGHT AHEAD""]","[""OTHER (EXPLAIN IN NARRATIVE)"", ""YUKON""]",[],"[""24"", ""3""]","[""DEPLOYMENT UNKNOWN"", ""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,20,21,1,evening,41.75,-87.7,41.75_-87.7,0,1,13.5,3.0,24.0,Speeding
STRAIGHT AND LEVEL,815,2025-09-24 07:20:00,4,7,9,no injury / drive away,"OVER $1,500",NO CONTROLS,SIDESWIPE SAME DIRECTION,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,41.8009226425,daylight,-87.7277035767,NO INDICATION OF INJURY,2,30,IMPROPER OVERTAKING/PASSING,NO DEFECTS,dry,FAILING TO REDUCE SPEED TO AVOID CRASH,S,5075,no controls,NOT DIVIDED,clear,,,,,,3,2,"[""FRONT-RIGHT-CORNER"", ""SIDE-LEFT""]","[""CHEVROLET""]","[""PASSING/OVERTAKING"", ""SLOW/STOP IN TRAFFIC""]","[""SILVERADO"", ""TAHOE""]",[],"[""16"", ""36""]","[""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,24,7,0,morning,41.8,-87.73,41.8_-87.73,0,0,26.0,16.0,36.0,Other
STRAIGHT AND LEVEL,1524,2025-09-20 01:00:00,7,1,9,injury and / or tow due to crash,"OVER $1,500",FUNCTIONING PROPERLY,FIXED OBJECT,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.8947483495,darkness,-87.7650569613,NO INDICATION OF INJURY,1,35,UNABLE TO DETERMINE,NO DEFECTS,dry,UNABLE TO DETERMINE,W,5535,traffic signal,DIVIDED - W/MEDIAN (NOT RAISED),clear,1.0,,,,,2,0,"[""FRONT""]","[""NISSAN""]","[""UNKNOWN/NA""]","[""ALTIMA""]","[""Y""]",[],"[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,20,1,1,night,41.89,-87.77,41.89_-87.77,0,0,,,,Other
STRAIGHT AND LEVEL,1122,2025-09-20 04:26:00,7,4,9,injury and / or tow due to crash,"OVER $1,500",NO CONTROLS,SIDESWIPE OPPOSITE DIRECTION,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,41.8772866866,"darkness, lighted road",-87.7184384848,NO INDICATION OF INJURY,2,30,IMPROPER OVERTAKING/PASSING,NO DEFECTS,wet,FAILING TO REDUCE SPEED TO AVOID CRASH,W,3658,no controls,NOT DIVIDED,rain,,,,,,4,2,"[""FRONT-LEFT-CORNER"", ""REAR-LEFT-CORNER""]","[""CADILLAC"", ""KIA""]","[""PASSING/OVERTAKING"", ""STRAIGHT AHEAD""]","[""ESCALADE"", ""FORTE""]","[""Y""]","[""34"", ""37""]","[""DEPLOYED, FRONT"", ""NOT APPLICABLE""]","[""NONE"", ""UNKNOWN""]","[""NO INDICATION OF INJURY""]",2025,9,20,4,1,night,41.88,-87.72,41.88_-87.72,0,0,35.5,34.0,37.0,Other
STRAIGHT AND LEVEL,912,2025-09-19 18:00:00,6,18,9,injury and / or tow due to crash,"OVER $1,500",,PARKED MOTOR VEHICLE,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.8232207071,daylight,-87.6751544847,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,NO DEFECTS,dry,UNABLE TO DETERMINE,W,2000,,NOT DIVIDED,clear,,,,,,4,1,"[""SIDE-LEFT-REAR"", ""UNKNOWN""]","[""LINCOLN"", ""VOLKSWAGEN""]","[""PARKED"", ""STRAIGHT AHEAD""]","[""JETTA"", ""MKT""]","[""Y""]","[""61""]","[""DEPLOYMENT UNKNOWN"", ""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,19,18,0,afternoon,41.82,-87.68,41.82_-87.68,0,0,61.0,61.0,61.0,Other
STRAIGHT AND LEVEL,2213,2025-09-20 11:42:00,7,11,9,no injury / drive away,"OVER $1,500",,SIDESWIPE OPPOSITE DIRECTION,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,41.7064862488,,-87.6813103437,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,,,NOT APPLICABLE,W,2352,,DIVIDED - W/MEDIAN BARRIER,,,,,,,4,1,"[""FRONT-LEFT-CORNER"", ""UNKNOWN""]","[""CHEVROLET"", ""CHRYSLER""]","[""SLOW/STOP IN TRAFFIC"", ""UNKNOWN/NA""]","[""200"", ""TRAX""]",[],"[""42""]","[""DEPLOYMENT UNKNOWN""]","[""UNKNOWN""]","[""NO INDICATION OF INJURY""]",2025,9,20,11,1,morning,41.71,-87.68,41.71_-87.68,0,0,42.0,42.0,42.0,Other
STRAIGHT AND LEVEL,433,2025-09-20 16:45:00,7,16,9,no injury / drive away,"OVER $1,500",FUNCTIONING PROPERLY,TURNING,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.6661129912,daylight,-87.5590030803,NO INDICATION OF INJURY,2,30,IMPROPER LANE USAGE,NO DEFECTS,dry,NOT APPLICABLE,S,12600,traffic signal,NOT DIVIDED,clear,,1.0,,,,4,1,"[""FRONT-RIGHT-CORNER"", ""SIDE-LEFT-REAR""]","[""NISSAN"", ""UNKNOWN""]","[""TURNING LEFT""]","[""ALTIMA"", ""OTHER (EXPLAIN IN NARRATIVE)""]",[],"[""67""]","[""DEPLOYMENT UNKNOWN"", ""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,20,16,1,afternoon,41.67,-87.56,41.67_-87.56,0,0,67.0,67.0,67.0,Other
STRAIGHT AND LEVEL,812,2025-09-24 08:00:00,4,8,9,no injury / drive away,"OVER $1,500",NO CONTROLS,REAR END,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,41.7779350205,daylight,-87.7621420085,NO INDICATION OF INJURY,3,30,UNABLE TO DETERMINE,NO DEFECTS,dry,UNABLE TO DETERMINE,W,5611,no controls,NOT DIVIDED,clear,,,,,,5,0,"[""REAR"", ""UNKNOWN""]","[""INFINITI"", ""TOYOTA"", ""UNKNOWN""]","[""SLOW/STOP IN TRAFFIC"", ""STRAIGHT AHEAD""]","[""HIGHLANDER"", ""OTHER (EXPLAIN IN NARRATIVE)"", ""QX60""]",[],[],"[""DEPLOYMENT UNKNOWN"", ""DID NOT DEPLOY""]","[""NONE"", ""UNKNOWN""]","[""NO INDICATION OF INJURY""]",2025,9,24,8,0,morning,41.78,-87.76,41.78_-87.76,0,0,,,,Other
STRAIGHT AND LEVEL,1821,2025-09-21 22:30:00,1,22,9,injury and / or tow due to crash,"$501 - $1,500",FUNCTIONING PROPERLY,REAR END,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,41.9078154637,"darkness, lighted road",-87.6330208098,"REPORTED, NOT EVIDENT",2,30,UNABLE TO DETERMINE,,dry,UNABLE TO DETERMINE,W,136,traffic signal,NOT DIVIDED,clear,,1.0,,,,3,0,"[""FRONT"", ""REAR""]","[""JEEP"", ""TOYOTA""]","[""SLOW/STOP IN TRAFFIC"", ""UNKNOWN/NA""]","[""JEEP"", ""RAV4""]",[],[],"[""DEPLOYMENT UNKNOWN"", ""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY"", ""REPORTED, NOT EVIDENT""]",2025,9,21,22,1,evening,41.91,-87.63,41.91_-87.63,0,0,,,,Other
STRAIGHT AND LEVEL,1531,2025-09-22 06:00:00,2,6,9,no injury / drive away,"OVER $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.8995241052,daylight,-87.7485066723,NO INDICATION OF INJURY,2,20,UNABLE TO DETERMINE,NO DEFECTS,dry,UNABLE TO DETERMINE,N,1030,no controls,ONE-WAY,clear,,,,,,4,0,"[""SIDE-RIGHT"", ""UNKNOWN""]","[""HONDA"", ""UNKNOWN""]","[""PARKED"", ""UNKNOWN/NA""]","[""ODYSSEY"", ""OTHER (EXPLAIN IN NARRATIVE)""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""UNKNOWN""]","[""NO INDICATION OF INJURY""]",2025,9,22,6,0,night,41.9,-87.75,41.9_-87.75,0,0,,,,Other
STRAIGHT AND LEVEL,2212,2025-09-21 02:00:00,1,2,9,no injury / drive away,"OVER $1,500",NO CONTROLS,SIDESWIPE SAME DIRECTION,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.6788439529,"darkness, lighted road",-87.6808968259,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,,dry,NOT APPLICABLE,S,11800,no controls,NOT DIVIDED,clear,,,,,,4,0,"[""REAR"", ""SIDE-RIGHT""]","[""CHEVROLET"", ""HONDA""]","[""STRAIGHT AHEAD""]","[""CR-V"", ""OTHER (EXPLAIN IN NARRATIVE)""]",[],[],"[""DEPLOYMENT UNKNOWN"", ""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,21,2,1,night,41.68,-87.68,41.68_-87.68,0,0,,,,Other
STRAIGHT AND LEVEL,814,2025-09-20 00:03:00,7,0,9,injury and / or tow due to crash,"OVER $1,500",FUNCTIONING PROPERLY,HEAD ON,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,41.8075303729,"darkness, lighted road",-87.7432968212,NO INDICATION OF INJURY,5,30,FOLLOWING TOO CLOSELY,NO DEFECTS,dry,FAILING TO YIELD RIGHT-OF-WAY,S,4700,traffic signal,DIVIDED - W/MEDIAN (NOT RAISED),clear,,1.0,,,,5,4,"[""FRONT-LEFT-CORNER"", ""REAR-LEFT-CORNER""]","[""CHEVROLET"", ""HONDA"", ""NISSAN"", ""TESLA"", ""UNKNOWN""]","[""STRAIGHT AHEAD""]","[""ALTIMA"", ""CR-V"", ""MODEL X"", ""OTHER (EXPLAIN IN NARRATIVE)"", ""SUBURBAN""]","[""Y""]","[""19"", ""20"", ""24"", ""45""]","[""DEPLOYMENT UNKNOWN"", ""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,20,0,1,night,41.81,-87.74,41.81_-87.74,0,0,27.0,19.0,45.0,Following Too Closely
STRAIGHT AND LEVEL,1225,2025-09-20 20:00:00,7,20,9,no injury / drive away,"OVER $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.8745973438,,-87.6763255803,NO INDICATION OF INJURY,2,10,UNABLE TO DETERMINE,,,UNABLE TO DETERMINE,S,513,no controls,PARKING LOT,other,,,,,1.0,4,0,"[""FRONT-RIGHT-CORNER"", ""UNKNOWN""]","[""GENERAL MOTORS CORPORATION (GMC)"", ""UNKNOWN""]","[""PARKED"", ""UNKNOWN/NA""]","[""OTHER (EXPLAIN IN NARRATIVE)"", ""TERRAIN""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,20,20,1,evening,41.87,-87.68,41.87_-87.68,0,1,,,,Other
STRAIGHT AND LEVEL,1232,2025-09-23 17:00:00,3,17,9,no injury / drive away,"OVER $1,500",FUNCTIONING PROPERLY,SIDESWIPE SAME DIRECTION,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.8674620829,daylight,-87.6467725632,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,NO DEFECTS,dry,NOT APPLICABLE,S,1149,traffic signal,NOT DIVIDED,clear,,,,,,4,1,"[""FRONT-LEFT-CORNER"", ""SIDE-RIGHT""]","[""KIA"", ""UNKNOWN""]","[""CHANGING LANES"", ""STRAIGHT AHEAD""]","[""OTHER (EXPLAIN IN NARRATIVE)"", ""SORENTO""]",[],"[""68""]","[""DEPLOYMENT UNKNOWN"", ""NOT APPLICABLE""]","[""NONE"", ""UNKNOWN""]","[""NO INDICATION OF INJURY""]",2025,9,23,17,0,afternoon,41.87,-87.65,41.87_-87.65,0,0,68.0,68.0,68.0,Other
STRAIGHT AND LEVEL,1022,2025-09-23 07:40:00,3,7,9,no injury / drive away,"OVER $1,500",FUNCTIONING PROPERLY,SIDESWIPE SAME DIRECTION,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.8572480877,daylight,-87.7052648401,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,NO DEFECTS,dry,NOT APPLICABLE,S,1815,traffic signal,DIVIDED - W/MEDIAN (NOT RAISED),cloudy/overcast,,,,,,4,1,"[""FRONT-LEFT-CORNER"", ""SIDE-RIGHT""]","[""FORD"", ""KIA""]","[""STRAIGHT AHEAD""]","[""ESCAPE"", ""OPTIMA / K5""]",[],"[""62""]","[""DEPLOYMENT UNKNOWN"", ""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,23,7,0,morning,41.86,-87.71,41.86_-87.71,0,0,62.0,62.0,62.0,Other
STRAIGHT AND LEVEL,1432,2025-09-19 07:00:00,6,7,9,no injury / drive away,"$501 - $1,500",NO CONTROLS,ANGLE,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.925010656,daylight,-87.6876177869,NO INDICATION OF INJURY,2,30,DISREGARDING OTHER TRAFFIC SIGNS,NO DEFECTS,dry,DISREGARDING OTHER TRAFFIC SIGNS,W,2398,no controls,OTHER,clear,,,,,,2,1,"[""FRONT"", ""SIDE-RIGHT""]","[""FORD""]","[""STRAIGHT AHEAD""]","[""OTHER (EXPLAIN IN NARRATIVE)""]",[],"[""27""]","[""DEPLOYMENT UNKNOWN"", ""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,19,7,0,morning,41.93,-87.69,41.93_-87.69,0,0,27.0,27.0,27.0,Other
STRAIGHT AND LEVEL,1834,2025-09-19 20:40:00,6,20,9,no injury / drive away,"OVER $1,500",NO CONTROLS,SIDESWIPE SAME DIRECTION,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.895078838,darkness,-87.6158466585,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,,dry,UNABLE TO DETERMINE,N,700,no controls,DIVIDED - W/MEDIAN BARRIER,clear,,,,,,4,2,"[""SIDE-LEFT"", ""SIDE-RIGHT""]","[""CHRYSLER"", ""HYUNDAI""]","[""STRAIGHT AHEAD""]","[""ACCENT"", ""OTHER (EXPLAIN IN NARRATIVE)""]",[],"[""42"", ""54""]","[""DEPLOYMENT UNKNOWN"", ""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,19,20,0,evening,41.9,-87.62,41.9_-87.62,0,0,48.0,42.0,54.0,Other
STRAIGHT AND LEVEL,815,2025-09-23 07:30:00,3,7,9,injury and / or tow due to crash,"OVER $1,500",NO CONTROLS,REAR END,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,41.8076584994,daylight,-87.7317553314,"REPORTED, NOT EVIDENT",2,35,UNABLE TO DETERMINE,NO DEFECTS,dry,UNABLE TO DETERMINE,W,4319,no controls,NOT DIVIDED,clear,,,,,,4,1,"[""FRONT"", ""REAR""]","[""HONDA"", ""NISSAN""]","[""SLOW/STOP IN TRAFFIC"", ""STRAIGHT AHEAD""]","[""ACCORD"", ""SENTRA""]",[],"[""27""]","[""DEPLOYMENT UNKNOWN"", ""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY"", ""REPORTED, NOT EVIDENT""]",2025,9,23,7,0,morning,41.81,-87.73,41.81_-87.73,0,0,27.0,27.0,27.0,Other
STRAIGHT AND LEVEL,1624,2025-09-24 14:53:00,4,14,9,no injury / drive away,"$501 - $1,500",NO CONTROLS,REAR END,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,41.9534062511,daylight,-87.7572758871,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,NO DEFECTS,dry,UNABLE TO DETERMINE,W,5200,traffic signal,DIVIDED - W/MEDIAN (NOT RAISED),clear,,,,,,4,1,"[""REAR"", ""UNKNOWN""]","[""HONDA"", ""UNKNOWN""]","[""STRAIGHT AHEAD""]","[""CR-V"", ""OTHER (EXPLAIN IN NARRATIVE)""]",[],"[""41""]","[""DEPLOYMENT UNKNOWN"", ""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,24,14,0,afternoon,41.95,-87.76,41.95_-87.76,0,0,41.0,41.0,41.0,Other
